Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name,Country
BR1274,DLR0068,Cad-M38,8194514,2,DT00612,19,5,2018,Messerschmitt Motors,GAZ Motors,Cadillac, Malawi
BR1275,DLR0048,Mer-M8,1681622,1,DT00613,21,1,2018,Messerschmitt Motors,De Tomaso Motors,Mercedes-Benz, Malawi
BR1277,DLR0008,For-M225,8105433,3,DT00614,29,12,2018,Messerschmitt Motors,Anadol Motors,Ford, Malawi
BR12786,DLR0114,Hon-M64,8184342,1,DT00614,21,7,2018,Horch Motors,Lynx Motors,Honda, Tajikistan
BR1279,DLR0235,Mah-M165,4152994,2,DT00615,7,5,2018,Messerschmitt Motors,Buick Automobile Company Building,Mahindra, Malawi
BR1283,DLR0089,Hon-M69,24716376,3,DT00615,15,9,2018,Mia Motors,Infiniti Motors,Honda, Malaysia
BR1287,DLR0009,For-M226,6950547,1,DT00616,30,12,2018,Mia Motors,Ariel Motors,Ford, Malaysia
BR1288,DLR0256,Toy-M196,16395304,2,DT00617,3,9,2018,Mia Motors,Ariel Motors,Toyota, Malaysia
BR1289,DLR0236,Mah-M166,2474385,3,DT00617,8,5,2018,Mia Motors,Cadillac Automobile Company Building,Mahindra, Malaysia
BR1290,DLR0216,Vol-M136,19641387,3,DT00618,10,1,2018,Mia Motors,Maybach  Motors,Volkswagen, Malaysia
BR12906,DLR0116,Hon-M66,2525831,1,DT00618,23,7,2018,Maybach  Motors,Marcos Motors,Honda, Thailand
BR1291,DLR0130,Ren-M130,2945306,1,DT00619,10,5,2018,Micro Motors,Micro Motors,Renault, Maldives
BR1292,DLR0110,Toy-M100,23239323,3,DT00620,12,1,2018,Micro Motors,Lincoln Motors,Toyota, Maldives
BR1293,DLR0090,Hon-M70,22218969,3,DT00620,16,9,2018,Micro Motors,,Honda, Maldives
BR1294,DLR0070,Che-M40,1934226,3,DT00621,21,5,2018,Micro Motors,Gilbern Motors,Chevrolet, Maldives
BR1295,DLR0050,Jee-M10,14558850,2,DT00621,23,1,2018,Micro Motors,Donkervoort Motors,Jeep, Maldives
BR12966,DLR0117,Hon-M67,9155025,3,DT00622,24,7,2018,Izh  Motors,Marlin Motors,Honda, Togo
BR1298,DLR0257,Toy-M197,2414785,1,DT00622,4,9,2018,Micro Motors,ARO Motors,Toyota, Maldives
BR1299,DLR0237,Mah-M167,9875101,1,DT00623,9,5,2018,Micro Motors,Casa de cadillac,Mahindra, Maldives
BR1300,DLR0217,Mar-M137,8749140,3,DT00623,11,1,2018,Micro Motors,Izh  Motors,Maruti Suzuki, Maldives
BR1301,DLR0131,Ren-M131,9813516,1,DT00624,11,5,2018,Mini Motors,Mini Motors,Renault, Mali
BR1302,DLR0111,Toy-M101,3796049,1,DT00624,13,1,2018,Mini Motors,Lotus Motors,Toyota, Mali
BR13026,DLR0118,Hon-M68,14888976,3,DT00625,25,7,2018,Lagonda  Motors,Maruti Motors,Honda, Tokelau (New Zealand)
BR1303,DLR0091,Hon-M71,15407670,3,DT00625,17,9,2018,Mini Motors,Invicta Motors,Honda, Mali
BR1304,DLR0071,Che-M41,12463830,3,DT00626,22,5,2018,Mini Motors,Ginetta Motors,Chevrolet, Mali
BR1305,DLR0051,Jee-M11,4375707,3,DT00626,24,1,2018,Mini Motors,Edsel Motors,Jeep, Mali
BR1307,DLR0011,Aud-M228,13947848,2,DT00627,1,1,2018,Mini Motors,Artega Motors,Audi, Mali
BR13086,DLR0119,Hon-M69,22958067,3,DT00627,26,7,2018,MG  Motors,Maserati Motors,Honda, Tonga
BR1310,DLR0218,Mar-M138,1791030,1,DT00628,12,1,2018,Mini Motors,Lagonda  Motors,Maruti Suzuki, Mali
BR1313,DLR0092,Hyu-M72,18149337,3,DT00629,18,9,2018,Mitsubishi Motors,Isdera Motors,Hyundai, Malta
BR1314,DLR0072,Che-M42,1441488,1,DT00630,23,5,2018,Mitsubishi Motors,Glas Motors,Chevrolet, Malta
BR1315,DLR0052,Jee-M12,6981696,3,DT00631,25,1,2018,Mitsubishi Motors,e.GO Mobile Motors,Jeep, Malta
BR1317,DLR0012,Aud-M229,14458628,2,DT00631,2,1,2018,Mitsubishi Motors,Asia Motors Motors,Audi, Malta
BR1318,DLR0259,Toy-M199,6984864,2,DT00632,6,9,2018,Mitsubishi Motors,Asia Motors Motors,Toyota, Malta
BR1320,DLR0219,Mar-M139,15720604,2,DT00632,13,1,2018,Mitsubishi Motors,MG  Motors,Maruti Suzuki, Malta
BR1321,DLR0133,Toy-M133,8014593,1,DT00633,13,5,2018,Monica Motors,Monica Motors,Toyota, Marshall Islands
BR1322,DLR0113,Toy-M103,4935354,2,DT00634,15,1,2018,Monica Motors,LuAZ Motors,Toyota, Marshall Islands
BR1323,DLR0093,Hyu-M73,23853315,3,DT00634,19,9,2018,Monica Motors,Iso Motors,Hyundai, Marshall Islands
BR1325,DLR0053,Jee-M13,11820578,2,DT00635,26,1,2018,Monica Motors,Eicher Polaris Motors,Jeep, Marshall Islands
BR1326,DLR0190,Mar-M150,18991178,2,DT00635,11,1,2018,Bristol Motors,Suzuki Motors,Maruti Suzuki, Belgium
BR13266,DLR0122,Hyu-M72,2488763,1,DT00636,29,7,2018,Riley  Motors,Mazda Motors,Hyundai, Tunisia
BR1328,DLR0260,Toy-M200,9647960,1,DT00638,7,9,2018,Monica Motors,Aston Martin Motors,Toyota, Marshall Islands
BR1330,DLR0220,Mar-M140,4505054,2,DT00639,14,1,2018,Monica Motors,Morris  Motors,Maruti Suzuki, Marshall Islands
BR1332,DLR0114,Toy-M104,26891523,3,DT00640,16,1,2018,Monteverdi Motors,Lynx Motors,Toyota, Mauritania
BR13326,DLR0123,Hyu-M73,2594596,1,DT00641,30,7,2018,Wolseley  Motors,Mazzanti Motors,Hyundai, Turkey
BR1333,DLR0094,Hyu-M74,28091703,3,DT00641,20,9,2018,Monteverdi Motors,Isotta Fraschini Motors,Hyundai, Mauritania
BR1338,DLR0261,Toy-M201,2319903,1,DT00642,8,9,2018,Monteverdi Motors,Audi Motors,Toyota, Mauritania
BR13386,DLR0124,Hyu-M74,5609846,2,DT00642,31,7,2018,Standard  Motors,McLaren Motors,Hyundai, Turkmenistan
BR1339,DLR0241,Mah-M171,4342526,1,DT00643,13,5,2018,Monteverdi Motors,Colman Automotive Building,Mahindra, Mauritania
BR1340,DLR0221,Mar-M141,7636791,1,DT00643,15,1,2018,Monteverdi Motors,Austin  Motors,Maruti Suzuki, Mauritania
BR1343,DLR0095,Hyu-M75,982629,1,DT00644,21,9,2018,Morgan Motors,Isuzu Motors,Hyundai, Mauritius
BR1347,DLR0015,Aud-M232,8461623,1,DT00644,5,1,2018,Morgan Motors,Autobianchi Motors,Audi, Mauritius
BR1348,DLR0262,Toy-M202,6633454,1,DT00645,9,9,2018,Morgan Motors,Autobianchi Motors,Toyota, Mauritius
BR1349,DLR0242,Mah-M172,5303990,2,DT00645,14,5,2018,Morgan Motors,H Street Playhouse,Mahindra, Mauritius
BR13506,DLR0126,Kia-M76,7842499,1,DT00646,2,8,2018,Das Motors,Mercury Motors,Kia, Tuvalu
BR1351,DLR0136,Vol-M136,19375632,3,DT00646,16,5,2018,Moskwitch Motors,Moskwitch Motors,Volkswagen, Mayotte (France)
BR1352,DLR0116,Toy-M106,319262,2,DT00647,18,1,2018,Moskwitch Motors,Marcos Motors,Toyota, Mayotte (France)
BR1353,DLR0096,Kia-M76,5204886,2,DT00648,22,9,2018,Moskwitch Motors,Iveco Motors,Kia, Mayotte (France)
BR13566,DLR0127,Kia-M77,5798275,1,DT00649,3,8,2018,Ramani Motors,Merkur Motors,Kia, Uganda
BR1358,DLR0263,Toy-M203,736620,2,DT00649,10,9,2018,Moskwitch Motors,Auto-Union Motors,Toyota, Mayotte (France)
BR1360,DLR0223,Mar-M143,10719476,2,DT00650,17,1,2018,Moskwitch Motors,Wolseley  Motors,Maruti Suzuki, Mayotte (France)
BR1362,DLR0117,Toy-M107,1338147,1,DT00650,19,1,2018,Nash Motors,Marlin Motors,Toyota, Mexico
BR13626,DLR0128,Kia-M78,1011480,2,DT00651,4,8,2018,Deccan Motors,Messerschmitt Motors,Kia, Ukraine
BR1363,DLR0097,Kia-M77,3290799,3,DT00651,23,9,2018,Nash Motors,Jaguar Motors,Kia, Mexico
BR1364,DLR0077,Che-M47,4916778,1,DT00652,28,5,2018,Nash Motors,Heinkel Motors,Chevrolet, Mexico
BR1365,DLR0057,For-M17,1729269,1,DT00653,30,1,2018,Nash Motors,Fiat Motors,Ford, Mexico
BR13686,DLR0129,Inf-M79,2298897,3,DT00653,5,8,2018,Herald Motors,Mia Motors,Infiniti, United Arab Emirates
BR1369,DLR0244,Mah-M174,11406252,2,DT00654,16,5,2018,Nash Motors,Hupmobile Building,Mahindra, Mexico
BR1370,DLR0224,Mar-M144,22596384,3,DT00654,18,1,2018,Nash Motors,Standard  Motors,Maruti Suzuki, Mexico
BR1371,DLR0138,Mar-M138,5418394,1,DT00655,18,5,2018,Naza Motors,Naza Motors,Maruti Suzuki, Federated States of Micronesia
BR1372,DLR0118,Vol-M108,3543648,3,DT00655,20,1,2018,Naza Motors,Maruti Motors,Volkswagen, Federated States of Micronesia
BR1373,DLR0098,Kia-M78,16951182,3,DT00656,24,9,2018,Naza Motors,Jeep Motors,Kia, Federated States of Micronesia
BR13746,DLR0130,Nis-M80,16207740,3,DT00657,6,8,2018,Zion Automobils,Micro Motors,Nissan, United Kingdom
BR1377,DLR0018,Aud-M235,23525034,3,DT00658,8,1,2018,Naza Motors,Bentley Motors,Audi, Federated States of Micronesia
BR1378,DLR0265,Toy-M205,19976336,2,DT00658,12,9,2018,Naza Motors,Bentley Motors,Toyota, Federated States of Micronesia
BR1379,DLR0245,Mah-M175,5326101,3,DT00659,17,5,2018,Naza Motors,Jennings Ford Automobile Dealership,Mahindra, Federated States of Micronesia
BR1380,DLR0225,Mar-M145,5143059,3,DT00659,19,1,2018,Naza Motors,Talbot  Motors,Maruti Suzuki, Federated States of Micronesia
BR13806,DLR0131,Nis-M81,15426514,2,DT00660,7,8,2018,Atlantic Motor Company,Mini Motors,Nissan, United States of America
BR1382,DLR0119,Vol-M109,6794711,1,DT00660,21,1,2018,Nissan Motors,Maserati Motors,Volkswagen, Moldova
BR1383,DLR0099,Inf-M79,13155981,3,DT00661,25,9,2018,Nissan Motors,Jensen Motors,Infiniti, Moldova
BR1384,DLR0079,Che-M49,18310262,2,DT00661,30,5,2018,Nissan Motors,Hillman Motors,Chevrolet, Moldova
BR1386,DLR0191,Mar-M151,19849948,2,DT00662,12,1,2018,British Leyland Motors,Tata Motors,Maruti Suzuki, Belize
BR1388,DLR0266,Toy-M206,7415464,1,DT00662,13,9,2018,Nissan Motors,Bitter Motors,Toyota, Moldova
BR1390,DLR0226,Mar-M146,18375622,2,DT00663,20,1,2018,Nissan Motors,Das Motors,Maruti Suzuki, Moldova
BR1391,DLR0140,Mar-M140,28350189,3,DT00663,20,5,2018,Nissan India Motors,Nissan India Motors,Maruti Suzuki, Monaco
BR1392,DLR0120,Vol-M110,2729702,2,DT00664,22,1,2018,Nissan India Motors,Mastretta Motors,Volvo, Monaco
BR13926,DLR0133,Nis-M83,5885097,3,DT00665,9,8,2018,Blankinship Motor Company Building,Monica Motors,Nissan, Uzbekistan
BR1393,DLR0100,Nis-M80,1095368,2,DT00666,26,9,2018,Nissan India Motors,JPX Motors,Nissan, Monaco
BR1395,DLR0060,For-M20,3826662,2,DT00667,2,2,2018,Nissan India Motors,"Fisker, Karma Motors",Ford, Monaco
BR1397,DLR0020,Aud-M237,798371,1,DT00668,10,1,2018,Nissan India Motors,BMW Motors,Audi, Monaco
BR1398,DLR0267,Ren-M207,2679588,3,DT00668,14,9,2018,Nissan India Motors,BMW Motors,Renault, Monaco
BR13986,DLR0134,Nis-M84,4328047,1,DT00669,10,8,2018,Bohn Motor Company Automobile Dealership,Monteverdi Motors,Nissan, Vanuatu
BR1399,DLR0247,Mah-M177,5623406,1,DT00669,19,5,2018,Nissan India Motors,Kindel Building,Mahindra, Monaco
BR1401,DLR0141,Mar-M141,5897132,2,DT00670,21,5,2018,Noble Motors,Noble Motors,Maruti Suzuki, Mongolia
BR1402,DLR0121,Agr-M111,6973684,2,DT00670,23,1,2018,Noble Motors,"Matra (including Deutsch-Bonnet, René Bonnet) Motors",Agrale, Mongolia
BR1403,DLR0101,Nis-M81,27016929,3,DT00671,27,9,2018,Noble Motors,Kia Motors,Nissan, Mongolia
BR1404,DLR0081,Che-M51,4024362,3,DT00671,1,6,2018,Noble Motors,Holden Motors,Chevrolet, Mongolia
BR14046,DLR0135,Nis-M85,4067332,1,DT00673,11,8,2018,Buick Automobile Company Building,Morgan Motors,Nissan,  Vatican City
BR1405,DLR0061,For-M21,8119439,1,DT00673,3,2,2018,Noble Motors,Ford America Motors,Ford, Mongolia
BR1407,DLR0021,Aud-M238,616018,2,DT00674,11,1,2018,Noble Motors,Bond Motors,Audi, Mongolia
BR1408,DLR0001,Ren-M208,7905878,1,DT00674,15,9,2018,Noble Motors,AC Cars Motors,Renault, Mongolia
BR1410,DLR0228,Mar-M148,22715907,3,DT00675,22,1,2018,Noble Motors,Deccan Motors,Maruti Suzuki, Mongolia
BR14106,DLR0136,Nis-M86,19215370,2,DT00675,12,8,2018,Cadillac Automobile Company Building,Moskwitch Motors,Nissan, Venezuela
BR1411,DLR0142,Mar-M142,14312230,2,DT00676,22,5,2018,NSU Motors,NSU Motors,Maruti Suzuki, Montenegro
BR1412,DLR0122,Agr-M112,6726654,1,DT00677,24,1,2018,NSU Motors,Mazda Motors,Agrale, Montenegro
BR1413,DLR0102,Nis-M82,4087496,2,DT00677,28,9,2018,NSU Motors,Koenigsegg Motors,Nissan, Montenegro
BR1414,DLR0082,GMC-M52,18880134,3,DT00678,2,6,2018,NSU Motors,Honda Motors,GMC, Montenegro
BR14166,DLR0137,Nis-M87,4002375,3,DT00678,13,8,2018,Casa de cadillac,Nash Motors,Nissan, Vietnam
BR1417,DLR0022,Aud-M239,18812372,2,DT00679,12,1,2018,NSU Motors,Borgward (including Goliath and Lloyd) Motors,Audi, Montenegro
BR1418,DLR0002,Ren-M209,9731832,2,DT00679,16,9,2018,NSU Motors,Acura Motors,Renault, Montenegro
BR1419,DLR0249,Tat-M179,3424744,1,DT00680,21,5,2018,NSU Motors,Acura Motors,Tata, Montenegro
BR1420,DLR0229,Mar-M149,3362029,1,DT00681,23,1,2018,NSU Motors,Herald Motors,Maruti Suzuki, Montenegro
BR1421,DLR0143,Mar-M143,6365796,3,DT00681,23,5,2018,Oldsmobile Motors,Oldsmobile Motors,Maruti Suzuki, Montserrat (UK)
BR14226,DLR0138,Nis-M88,21753009,3,DT00682,14,8,2018,Cass Motor Sales,Naza Motors,Nissan," Virgin Islands, British (UK)"
BR1424,DLR0083,GMC-M53,9007548,3,DT00682,3,6,2018,Oldsmobile Motors,Honda India Motors,GMC, Montserrat (UK)
BR1425,DLR0063,For-M23,19571838,3,DT00683,5,2,2018,Oldsmobile Motors,Ford do Brasil Motors,Ford, Montserrat (UK)
BR1428,DLR0003,Ren-M210,15259797,3,DT00684,17,9,2018,Oldsmobile Motors,Aixam-Mega (including Arola) Motors,Renault, Montserrat (UK)
BR1431,DLR0144,Mar-M144,8912312,2,DT00685,24,5,2018,Oltcit Motors,,Maruti Suzuki, Morocco
BR1435,DLR0064,For-M24,8184657,1,DT00685,6,2,2018,Oltcit Motors,Ford Europe Motors,Ford, Morocco
BR1438,DLR0004,Ren-M211,8532678,2,DT00686,18,9,2018,Oltcit Motors,Alfa Romeo Motors,Renault, Morocco
BR1440,DLR0231,Mar-M151,12650379,3,DT00687,25,1,2018,Oltcit Motors,Atlantic Motor Company,Maruti Suzuki, Morocco
BR14406,DLR0141,Riv-M91,902716,2,DT00687,17,8,2018,Colman Automotive Building,Noble Motors,Rivian, Western Sahara
BR1442,DLR0125,Cit-M115,10537488,2,DT00688,27,1,2018,Opel Motors,Mercedes-Benz (including Maybach) Motors,Citroën, Mozambique
BR1444,DLR0085,GMC-M55,7543950,2,DT00688,5,6,2018,Opel Motors,Humber Motors,GMC, Mozambique
BR1445,DLR0065,For-M25,17788070,2,DT00689,7,2,2018,Opel Motors,Ford India Motors,Ford, Mozambique
BR1447,DLR0025,BMW-M242,27486141,3,DT00689,15,1,2018,Opel Motors,Austin-Healey Motors,BMW, Mozambique
BR1448,DLR0005,Kia-M212,19710144,2,DT00691,19,9,2018,Opel Motors,Alpine Motors,Kia, Mozambique
BR1449,DLR0252,Tat-M182,15669614,2,DT00691,24,5,2018,Opel Motors,Alpine Motors,Tata, Mozambique
BR1450,DLR0232,Mar-M152,19474533,3,DT00693,26,1,2018,Opel Motors,2008 NRHP-listed,Maruti Suzuki, Mozambique
BR1451,DLR0146,Mar-M146,6485847,3,DT00694,26,5,2018,Packard Motors,Packard Motors,Maruti Suzuki, Myanmar
BR1452,DLR0126,Cit-M116,7899765,3,DT00694,28,1,2018,Packard Motors,Mercury Motors,Citroën, Myanmar
BR14526,DLR0143,Sub-M93,11154554,2,DT00695,19,8,2018,Howard Motor Company Building,Oldsmobile Motors,Subaru, Zambia
BR1454,DLR0086,GMC-M56,25855152,3,DT00696,6,6,2018,Packard Motors,Hummer Motors,GMC, Myanmar
BR1455,DLR0066,For-M26,5109932,2,DT00697,8,2,2018,Packard Motors,Freightliner Motors,Ford, Myanmar
BR1457,DLR0026,BMW-M243,19645242,3,DT00697,16,1,2018,Packard Motors,"Austin, Rover Motors",BMW, Myanmar
BR14586,DLR0144,Sub-M94,9566388,2,DT00698,20,8,2018,Hupmobile Building,,Subaru, Zimbabwe
BR1459,DLR0253,Tat-M183,10229682,3,DT00698,25,5,2018,Packard Motors,Alvis Motors,Tata, Myanmar
BR1460,DLR0233,Hyu-M153,5377184,2,DT00699,27,1,2018,Packard Motors,Blankinship Motor Company Building,Hyundai, Myanmar
BR1461,DLR0147,Mar-M147,17561478,2,DT00700,27,5,2018,Pagani Motors,Pagani Motors,Maruti Suzuki, Namibia
BR1463,DLR0107,Nis-M87,7707708,2,DT00700,3,10,2018,Pagani Motors,Land Rover Motors,Nissan, Namibia
BR1464,DLR0087,GMC-M57,9643741,1,DT00701,7,6,2018,Pagani Motors,Hyundai Motors,GMC, Namibia
BR14646,DLR0145,Sub-M95,11159985,3,DT00701,21,8,2018,Jennings Ford Automobile Dealership,Opel Motors,Subaru,Nepal
BR1465,DLR0067,Lin-M27,756130,2,DT00702,9,2,2018,Pagani Motors,FSO Motors,Lincoln, Namibia
BR1467,DLR0027,BMW-M244,10043608,2,DT00703,17,1,2018,Pagani Motors,Bugatti Motors,BMW, Namibia
BR14706,DLR0146,Tes-M96,13963694,2,DT00703,22,8,2018,Jones Motor Company,Packard Motors,Tesla, United States of America
BR1471,DLR0148,Mar-M148,21192432,3,DT00705,28,5,2018,Panhard Motors,Panhard Motors,Maruti Suzuki, Nauru
BR1473,DLR0108,Nis-M88,20704056,3,DT00706,4,10,2018,Panhard Motors,Lexus Motors,Nissan, Nauru
BR1475,DLR0068,Lin-M28,14722240,2,DT00707,10,2,2018,Panhard Motors,GAZ Motors,Lincoln, Nauru
BR14766,DLR0147,Tes-M97,18803154,3,DT00707,23,8,2018,Kindel Building,Pagani Motors,Tesla, United States of America
BR1477,DLR0028,BMW-M245,6392002,2,DT00708,18,1,2018,Panhard Motors,Buick Motors,BMW, Nauru
BR1479,DLR0255,Tat-M185,2777340,2,DT00708,27,5,2018,Panhard Motors,Anadol Motors,Tata, Nauru
BR1480,DLR0235,Hyu-M155,16603584,2,DT00709,29,1,2018,Panhard Motors,Buick Automobile Company Building,Hyundai, Nauru
BR1482,DLR0129,For-M119,1224224,2,DT00710,31,1,2018,Panoz Motors,Mia Motors,Ford,   Nepal
BR1483,DLR0109,Nis-M89,7346559,1,DT00710,5,10,2018,Panoz Motors,Ligier Motors,Nissan,   Nepal
BR1485,DLR0069,Lin-M29,6430716,1,DT00711,11,2,2018,Panoz Motors,Geo Motors,Lincoln,   Nepal
BR1488,DLR0009,Hon-M216,6450877,1,DT00711,23,9,2018,Panoz Motors,Ariel Motors,Honda,   Nepal
BR1489,DLR0256,Tat-M186,11547286,2,DT00712,28,5,2018,Panoz Motors,Ariel Motors,Tata,   Nepal
BR1491,DLR0150,Mar-M150,13805586,2,DT00713,30,5,2018,Panther Motors,Panther Motors,Maruti Suzuki, Netherlands
BR1492,DLR0130,Hon-M120,16088542,2,DT00713,1,2,2018,Panther Motors,Micro Motors,Honda, Netherlands
BR1493,DLR0110,Riv-M90,5573732,1,DT00714,6,10,2018,Panther Motors,Lincoln Motors,Rivian, Netherlands
BR1495,DLR0070,Lin-M30,3396415,1,DT00716,12,2,2018,Panther Motors,Gilbern Motors,Lincoln, Netherlands
BR1498,DLR0010,Hon-M217,10324128,2,DT00716,24,9,2018,Panther Motors,ARO Motors,Honda, Netherlands
BR1499,DLR0257,Tat-M187,7373736,1,DT00717,29,5,2018,Panther Motors,ARO Motors,Tata, Netherlands
BR1502,DLR0131,Mer-M121,10249968,3,DT00717,2,2,2018,Peel Motors,Mini Motors,Mercedes-Benz, New Caledonia (France)
BR1503,DLR0111,Riv-M91,3234890,1,DT00718,7,10,2018,Peel Motors,Lotus Motors,Rivian, New Caledonia (France)
BR1504,DLR0091,Acu-M61,513083,1,DT00718,11,6,2018,Peel Motors,Invicta Motors,Acura, New Caledonia (France)
BR1507,DLR0031,BMW-M248,19477396,2,DT00719,21,1,2018,Peel Motors,Caterham Motors,BMW, New Caledonia (France)
BR1510,DLR0238,Hyu-M158,21888990,3,DT00719,1,2,2018,Peel Motors,Cass Motor Sales,Hyundai, New Caledonia (France)
BR1511,DLR0152,Mar-M152,6576128,2,DT00720,1,6,2018,Perodua Motors,Perodua Motors,Maruti Suzuki, New Zealand
BR1512,DLR0132,Mer-M122,16365546,2,DT00720,3,2,2018,Perodua Motors,Mitsubishi Motors,Mercedes-Benz, New Zealand
BR1513,DLR0112,Sub-M92,2368511,1,DT00721,8,10,2018,Perodua Motors,LTI Motors,Subaru, New Zealand
BR1515,DLR0072,Cad-M32,14614923,3,DT00721,14,2,2018,Perodua Motors,Glas Motors,Cadillac, New Zealand
BR1518,DLR0012,Hon-M219,17408562,2,DT00722,26,9,2018,Perodua Motors,Asia Motors Motors,Honda, New Zealand
BR1519,DLR0259,Tat-M189,12844128,2,DT00723,31,5,2018,Perodua Motors,Asia Motors Motors,Tata, New Zealand
BR1520,DLR0239,Hyu-M159,28839432,3,DT00724,2,2,2018,Perodua Motors,Claremore Auto Dealership,Hyundai, New Zealand
BR1521,DLR0153,Hyu-M153,11687542,2,DT00725,2,6,2018,Peugeot Motors,Peugeot Motors,Hyundai, Nicaragua
BR1522,DLR0133,Mer-M123,1916646,1,DT00725,4,2,2018,Peugeot Motors,Monica Motors,Mercedes-Benz, Nicaragua
BR1523,DLR0113,Sub-M93,19789761,3,DT00726,9,10,2018,Peugeot Motors,LuAZ Motors,Subaru, Nicaragua
BR1524,DLR0093,Acu-M63,1167288,3,DT00726,13,6,2018,Peugeot Motors,Iso Motors,Acura, Nicaragua
BR1525,DLR0073,Cad-M33,5345219,1,DT00727,15,2,2018,Peugeot Motors,GMC Motors,Cadillac, Nicaragua
BR1527,DLR0033,BMW-M250,5028079,1,DT00727,23,1,2018,Peugeot Motors,Chevrolet Motors,BMW, Nicaragua
BR1528,DLR0013,Hon-M220,4380506,1,DT00729,27,9,2018,Peugeot Motors,Aston Martin Motors,Honda, Nicaragua
BR1529,DLR0260,Tat-M190,3937331,1,DT00730,1,6,2018,Peugeot Motors,Aston Martin Motors,Tata, Nicaragua
BR1530,DLR0240,Hyu-M160,4257825,3,DT00730,3,2,2018,Peugeot Motors,Clemens Automobile Company Building,Hyundai, Nicaragua
BR1531,DLR0154,Hyu-M154,3223632,3,DT00731,3,6,2018,PGO Motors,PGO Motors,Hyundai, Niger
BR1540,DLR0241,Hyu-M161,19956204,3,DT00732,4,2,2018,PGO Motors,Colman Automotive Building,Hyundai, Niger
BR1541,DLR0155,Hyu-M155,12200662,2,DT00733,4,6,2018,Piaggio Motors,Piaggio Motors,Hyundai, Nigeria
BR1542,DLR0135,Peu-M125,19051425,3,DT00734,6,2,2019,Piaggio Motors,Morgan Motors,Peugeot, Nigeria
BR1543,DLR0115,Sub-M95,8710705,1,DT00734,11,10,2019,Piaggio Motors,Mahindra Motors,Subaru, Nigeria
BR1544,DLR0095,Hon-M65,24008736,3,DT00735,15,6,2019,Piaggio Motors,Isuzu Motors,Honda, Nigeria
BR1545,DLR0075,Cad-M35,11312878,2,DT00736,17,2,2019,Piaggio Motors,Gumpert Motors,Cadillac, Nigeria
BR1547,DLR0035,MG-M252,8513511,1,DT00737,25,1,2019,Piaggio Motors,Chrysler Motors,MG, Nigeria
BR1549,DLR0262,Tat-M192,5823668,2,DT00738,3,6,2019,Piaggio Motors,Autobianchi Motors,Tata, Nigeria
BR1552,DLR0136,Peu-M126,2244035,1,DT00738,7,2,2019,Plymouth Motors,Moskwitch Motors,Peugeot, Niue (New Zealand)
BR1553,DLR0116,Tes-M96,20377248,3,DT00739,12,10,2019,Plymouth Motors,Marcos Motors,Tesla, Niue (New Zealand)
BR1554,DLR0096,Hon-M66,6710574,2,DT00741,16,6,2019,Plymouth Motors,Iveco Motors,Honda, Niue (New Zealand)
BR1555,DLR0076,Cad-M36,20868240,3,DT00741,18,2,2019,Plymouth Motors,Healey Motors,Cadillac, Niue (New Zealand)
BR1557,DLR0036,Jee-M253,6605147,1,DT00742,26,1,2019,Plymouth Motors,Chrysler Europe Motors,Jeep, Niue (New Zealand)
BR1558,DLR0016,For-M223,7008640,1,DT00742,30,9,2019,Plymouth Motors,Auto-Union Motors,Ford, Niue (New Zealand)
BR1559,DLR0263,Tat-M193,24960051,3,DT00743,4,6,2019,Plymouth Motors,Auto-Union Motors,Tata, Niue (New Zealand)
BR1560,DLR0243,Hyu-M163,9443751,3,DT00743,6,2,2019,Plymouth Motors,Howard Motor Company Building,Hyundai, Niue (New Zealand)
BR1561,DLR0157,Hyu-M157,1397660,2,DT00744,6,6,2019,Polestar Motors,Polestar Motors,Hyundai, Norfolk Island (Australia)
BR1562,DLR0137,Ren-M127,3313784,2,DT00745,8,2,2019,Polestar Motors,Nash Motors,Renault, Norfolk Island (Australia)
BR1563,DLR0117,Tes-M97,6013572,2,DT00746,13,10,2019,Polestar Motors,Marlin Motors,Tesla, Norfolk Island (Australia)
BR1564,DLR0097,Hon-M67,1064642,1,DT00746,17,6,2019,Polestar Motors,Jaguar Motors,Honda, Norfolk Island (Australia)
BR1565,DLR0077,Cad-M37,14383581,3,DT00747,19,2,2019,Polestar Motors,Heinkel Motors,Cadillac, Norfolk Island (Australia)
BR1567,DLR0037,Jee-M254,14125293,3,DT00747,27,1,2019,Polestar Motors,Citroën Motors,Jeep, Norfolk Island (Australia)
BR1568,DLR0017,For-M224,11398706,2,DT00748,1,10,2019,Polestar Motors,Auverland Motors,Ford, Norfolk Island (Australia)
BR1569,DLR0264,Tat-M194,19922738,2,DT00748,5,6,2019,Polestar Motors,Auverland Motors,Tata, Norfolk Island (Australia)
BR1570,DLR0244,Hyu-M164,12224948,2,DT00749,7,2,2019,Polestar Motors,Hupmobile Building,Hyundai, Norfolk Island (Australia)
BR1571,DLR0158,Hyu-M158,8591331,1,DT00749,7,6,2019,"Pontiac, Asüna Motors","Pontiac, Asüna Motors",Hyundai, North Macedonia
BR1573,DLR0118,Tes-M98,4378700,1,DT00750,14,10,2019,"Pontiac, Asüna Motors",Maruti Motors,Tesla, North Macedonia
